T_degC,Salnty,O2ml_L
12.64,33.295,
14.87,33.4,
9.14,34.08,2.14
14.288,33.1887,6.042000000000001
7.506,34.1743,1.047
7.18,33.98,3.12
8.6,33.786,3.4
8.32,33.947,
16.77,33.42,6.0
13.48,33.01,5.35
9.06,33.99,2.22
15.26,33.41,
7.64,34.061,2.25
16.67,33.35,5.55
13.923,33.3183,5.555
7.1,34.151,1.32
7.4,34.056,2.06
4.3,34.428000000000004,0.42
8.243,34.0238,2.168
8.03,34.076,2.35
6.13,34.4,
13.76,33.398,5.84
15.43,35.17,
9.3,34.18,
9.52,34.05,
6.25,34.157,0.89
15.34,,5.81
13.0,33.4189,5.789
15.369000000000002,33.4825,
13.67,32.964,6.01
10.68,33.505,4.36
9.35,33.931,2.75
12.52,32.857,6.06
12.17,33.676,4.83
15.79,33.51,
17.13,33.331,5.68
15.9,33.44,5.9
8.95,33.954,1.93
14.6,32.77,
19.1,33.83,6.94
5.78,34.083,1.07
11.68,33.34,
18.04,,2.78
14.88,33.477,5.7
15.26,33.454,5.76
6.6,34.3,
14.84,33.536,5.02
4.28,34.5,
16.85,33.62,
10.23,32.805,5.74
3.83,34.56,0.69
11.22,33.98,
1.62,34.67,2.95
16.12,33.22,
14.59,33.51,5.19
9.87,33.732,3.31
12.15,33.309,5.51
10.22,33.952,2.13
9.85,34.341,1.15
15.26,34.018,4.98
13.93,33.71,
12.11,33.4,
14.42,33.674,5.84
4.2,34.34,0.49
11.97,33.561,5.08
9.91,33.916,2.91
16.74,33.69,
12.72,33.285,5.18
7.68,34.244,0.74
9.77,33.75,3.82
10.1,33.267,4.48
9.09,,4.7
6.97,34.211,0.93
12.24,33.56,5.41
12.88,33.578,5.8
1.62,34.676,2.7
9.37,34.094,1.83
10.44,33.826,2.76
9.91,34.02,
8.228,33.9889,2.573
8.54,34.149,1.71
8.073,34.0047,2.427
13.84,33.931999999999995,5.07
9.82,34.18,2.21
8.71,34.0,2.62
2.265,34.6053,1.586
9.15,34.273,1.06
5.83,34.141,0.79
4.24,34.47,
19.41,33.166,5.39
16.63,33.41,5.98
15.56,33.63,6.11
7.71,34.065,2.21
19.5,34.96,5.03
13.97,34.29,
16.16,33.48,6.21
7.89,34.093,2.06
12.36,33.51,5.39
14.78,33.527,6.69
6.66,34.29,0.65
9.08,33.98,2.46
8.81,34.042,2.36
3.44,34.482,0.57
7.95,34.19,1.57
9.3,33.85,
4.94,34.33,0.44
5.66,34.037,1.54
6.34,34.32,
8.54,33.897,3.21
9.59,33.84,
13.84,33.203,6.0
7.24,34.3,0.98
11.38,33.51,4.47
8.97,34.04,
9.714,33.6433,3.723
5.99,34.236999999999995,0.52
9.2,33.823,3.88
7.45,,
9.46,34.556,3.6
22.71,34.6,4.31
9.45,33.935,2.67
7.61,34.06,1.86
14.08,,5.84
10.18,34.54,1.27
9.32,34.51,
19.23,34.19,5.26
7.06,34.46,
11.38,33.783,3.53
15.41,33.111,6.06
6.81,34.263000000000005,0.57
10.95,33.257,
17.83,33.299,5.87
11.51,33.352,
11.0,33.999,2.39
6.372999999999999,34.0821,1.228
12.12,33.93,2.67
9.82,33.778,2.99
9.82,32.61,6.57
10.681,33.3157,4.652
12.69,33.31,5.55
8.47,33.94,2.87
9.31,33.843,
13.77,34.976,1.07
16.06,33.769,5.53
10.82,33.121,5.07
6.42,34.33,0.27
14.46,33.44,
14.22,32.71,5.81
7.88,34.12,1.73
13.64,33.413000000000004,6.18
1.73,34.66,
9.21,33.71,3.35
16.53,33.379,5.75
15.06,33.251999999999995,5.77
9.7,33.6,3.98
15.49,33.342,
16.413,33.1489,5.792000000000001
13.44,33.459,5.48
16.09,33.62,6.0
13.13,33.52,5.51
15.74,,5.22
12.7,33.26,5.65
8.83,33.955,3.2
12.02,33.42,5.56
9.726,33.934,2.126
9.03,33.77,3.19
8.721,34.0512,2.009
11.43,34.13,2.26
12.51,33.562,5.25
26.3,34.62,
7.32,34.392,0.28
14.17,33.586,5.51
14.5,32.963,5.92
6.95,34.196,0.94
5.77,34.197,0.62
15.18,33.734,5.81
14.86,33.357,5.86
6.3,34.151,0.93
7.5,34.075,2.17
11.8,33.5,5.08
10.3,33.623000000000005,
7.69,34.269,
13.25,33.152,5.9
14.63,33.3748,5.973
9.571,33.6244,3.885
3.89,34.529,0.63
12.74,34.878,1.08
15.55,33.41,
5.64,,0.83
9.82,33.59,4.4
4.2,34.49,0.32
8.1,34.044000000000004,2.68
3.93,34.537,0.72
14.96,33.744,5.53
16.57,33.523,5.64
8.7,,2.69
10.48,33.837,3.44
13.19,33.57,5.56
5.56,34.2,0.51
6.72,34.295,0.4
9.15,34.075,
7.39,34.276,0.61
19.66,33.468,5.4
15.14,33.062,5.94
2.5,34.67,1.7
10.57,34.712,0.13
11.57,,
3.54,34.54,0.64
7.56,34.038000000000004,2.48
6.51,34.098,1.37
10.82,33.024,5.72
18.89,33.449,
10.969,33.6788,3.149
7.56,34.08,1.95
7.32,33.942,2.74
8.7,34.118,1.74
19.61,33.65,5.15
9.45,,4.47
10.73,33.201,5.56
7.1,34.175,1.09
10.47,33.716,3.93
4.42,34.48,0.33
12.607,33.7103,3.094
14.31,33.77,
16.78,33.676,5.73
10.67,33.575,4.9
16.13,34.09,
4.55,34.401,0.46
15.4,33.4,5.56
8.39,34.015,2.86
17.55,33.722,5.57
13.68,33.4,6.11
16.63,33.57,
8.4,34.08,1.77
12.96,33.407,5.54
16.13,33.232,5.82
14.43,33.327,
20.3,35.204,2.76
7.02,34.04,
9.81,33.9,
7.78,34.007,2.16
6.34,34.312,0.35
13.4,33.225,5.86
5.88,34.228,0.46
12.89,33.438,6.07
16.8,33.39,
11.79,33.503,4.4
9.379,33.6515,3.65
5.84,34.31,0.37
13.144,33.089,5.881
9.45,34.023,2.17
11.56,33.48,4.69
9.93,33.926,2.69
7.3,33.995,2.86
7.593999999999999,34.0269,2.162
19.02,33.656,5.26
15.234000000000002,33.6988,5.472
3.62,,
9.71,34.1,2.68
17.69,33.414,5.61
4.79,34.46,
9.61,33.378,4.15
15.8,33.865,5.62
9.82,33.885,2.93
18.1,34.08,5.5
20.25,33.73,5.5
6.33,34.103,1.15
9.27,33.56,
12.61,,5.61
18.08,33.546,5.24
15.73,33.686,5.88
3.44,34.526,0.8
8.86,34.531,0.21
14.76,33.3,5.84
11.5,33.4,4.16
9.6,33.887,4.24
6.95,34.124,1.34
7.12,34.042,2.09
7.94,34.42,0.82
17.23,33.605,5.61
4.22,34.556999999999995,0.47
6.323,34.2574,0.439
5.86,34.15,1.46
10.89,34.006,2.27
6.54,34.22,
6.8,33.974000000000004,2.68
17.56,33.986,5.37
13.47,33.697,4.7
3.84,34.46,0.48
3.89,34.54,0.66
1.72,34.63,2.36
11.77,33.1,5.77
9.69,33.869,2.95
8.16,34.17,1.52
3.75,34.498000000000005,0.77
5.8,34.143,0.89
8.92,34.08,
1.82,34.657,2.32
18.34,33.75,5.13
1.55,34.675,2.98
7.36,34.047,2.05
10.37,33.978,2.71
15.662,33.5566,5.8420000000000005
10.65,33.528,5.15
6.351,34.2214,0.493
13.11,33.384,5.65
6.52,34.0,1.91
17.42,34.07,5.66
13.003,33.3434,4.927
16.46,33.64,5.21
6.795,34.1685,0.8
12.97,33.396,4.98
7.56,34.05,0.97
11.39,34.741,
13.12,33.255,
12.59,33.52,
6.38,34.328,0.28
11.17,33.35,
9.04,34.291,
8.68,34.056999999999995,2.47
6.74,34.225,0.74
7.55,34.103,
9.26,33.88,3.4
18.336,33.4518,
18.36,34.115,5.04
8.78,34.238,1.39
13.03,33.41,
9.963,33.7016,3.847
16.25,33.516,
12.44,32.97,5.69
5.84,34.085,1.0
6.61,34.308,0.4
10.16,33.986999999999995,2.86
11.37,33.322,4.15
9.76,33.789,3.15
7.01,34.101,1.43
10.26,34.111999999999995,1.97
15.24,33.708,5.59
10.48,33.626,3.78
7.59,34.076,1.53
19.15,33.84,4.77
23.85,34.81,4.95
16.77,33.816,5.74
12.39,33.626999999999995,4.54
9.59,33.85,
5.03,34.486,0.18
10.98,33.262,
13.1,33.31,
11.81,33.64,4.31
14.33,33.239000000000004,5.94
7.64,34.053000000000004,2.25
9.4,32.95,5.91
5.16,34.478,0.29
4.37,34.545,
9.6,33.68,3.6
19.0,33.513000000000005,5.73
11.22,33.257,4.65
5.55,34.43,0.24
12.43,,
7.31,34.129,
16.89,33.232,5.62
7.92,34.16,1.59
7.39,34.076,2.03
8.9,33.305,4.93
10.36,34.55,0.45
11.37,33.511,4.03
8.2,34.079,1.94
6.07,34.142,0.8
8.84,34.315,0.79
10.94,34.22,
13.12,33.37,5.52
9.07,33.969,4.24
16.07,33.46,5.75
15.9,,5.02
11.55,34.68,
20.62,33.755,
16.91,33.206,5.7
6.71,34.27,
13.87,33.94,3.44
13.39,33.001,5.89
9.76,34.03,2.21
7.2,34.056,1.9
20.94,33.98,5.05
16.56,33.439,5.68
7.98,,3.37
4.78,34.423,0.35
7.2,34.064,1.76
8.48,34.114000000000004,
15.92,33.56,5.94
7.9,34.01,
8.55,34.027,2.27
8.21,34.519,
15.688,33.0065,5.742000000000001
15.56,33.6,5.17
18.06,33.175,5.61
19.29,33.46,
18.32,33.73,6.08
15.62,33.25,5.62
8.72,34.192,
13.05,34.788000000000004,0.48
7.9,34.13,
6.37,34.19,
12.95,33.379,5.04
14.47,,2.69
12.07,33.687,3.78
12.29,33.854,
13.16,32.295,6.24
14.47,33.535,5.52
13.98,33.66,
8.02,34.146,1.69
8.94,34.109,2.12
6.36,34.434,0.28
5.6,34.243,0.54
14.36,33.993,5.09
15.11,33.301,5.76
10.63,34.392,1.25
13.39,33.66,5.44
17.75,33.35,5.32
14.07,33.354,5.72
12.35,33.251,6.1
13.36,33.766,4.18
10.54,34.4,1.12
27.21,34.505,
11.98,33.84,3.16
18.2,33.44,
10.27,33.43,
6.66,34.177,0.96
14.27,33.536,6.11
7.09,34.05,2.39
12.91,33.289,5.54
7.38,34.105,1.75
14.43,33.336,5.81
7.04,34.1,
11.89,33.19,4.76
10.82,33.46,4.19
18.89,33.611999999999995,5.4
11.24,33.334,4.61
11.24,34.45,0.77
15.94,33.496,5.5
12.048,33.2507,5.462000000000001
12.59,34.653,0.65
8.94,33.849000000000004,3.17
5.89,34.245,0.5
5.72,33.89,
17.92,34.663000000000004,5.11
4.18,,0.51
14.86,33.332,
2.1,34.555,0.9
15.59,33.874,5.39
14.3,33.69,
10.72,33.53,
10.9,33.376,
9.07,34.202,1.86
10.69,33.324,5.07
8.09,33.988,2.92
9.88,33.71,
19.22,33.61,5.18
7.81,34.05,
17.56,33.342,5.6
9.06,33.72,
8.1,33.991,2.74
7.72,34.021,2.79
13.75,33.602,5.72
18.1,33.69,
9.19,33.87,
5.99,34.313,
7.36,34.066,2.13
6.42,34.266,1.25
7.72,34.34,0.98
8.16,34.07,1.77
3.7,,0.54
16.72,33.399,5.65
12.33,33.578,4.83
8.68,33.55,4.64
10.73,33.639,3.63
9.63,33.77,
13.17,33.35,
6.3870000000000005,34.0839,1.092
9.55,33.801,3.27
8.71,33.863,2.98
19.63,33.567,5.52
14.27,33.238,
9.21,33.815,3.39
11.9,33.455,4.57
8.82,33.931999999999995,1.56
13.35,33.191,5.88
16.2,33.66,5.09
8.0,34.052,2.5
12.95,,5.17
17.75,33.337,
6.58,34.18,
14.42,33.26,5.73
9.43,33.61,3.47
10.76,34.6,0.56
9.25,33.845,3.22
9.01,33.38,5.04
16.95,33.457,5.68
13.95,,
13.5,33.36,5.65
10.66,33.351,4.79
7.9,34.211,1.48
9.2,33.938,2.86
7.58,34.076,1.97
12.06,,4.01
14.57,33.457,5.8
9.85,34.23,2.2
8.65,33.899,3.71
13.65,33.4,5.06
19.81,33.417,5.44
9.57,,0.26
16.96,33.6,5.6
6.79,34.06,
6.14,34.04,1.76
17.22,33.162,5.69
19.001,33.5633,5.417999999999999
14.55,33.294000000000004,5.74
24.56,34.16,4.6
12.53,33.223,5.48
12.33,33.038000000000004,6.2
20.14,34.082,
10.07,33.95,3.75
15.1,33.13,5.93
8.71,33.892,2.8
17.18,33.4,
9.87,33.769,3.32
18.55,33.064,5.45
3.55,34.558,0.91
7.87,34.004,3.38
10.49,33.828,2.56
8.38,34.095,
8.39,34.025,2.57
9.48,34.26,
7.49,34.02,2.23
16.91,33.79,5.54
5.01,34.48,
10.564,33.5232,3.6010000000000004
11.44,33.281,5.23
17.996,33.0836,5.53
15.5,33.223,5.94
5.94,34.431999999999995,
14.13,33.189,5.8
9.08,33.89,2.63
10.6,33.348,4.98
15.24,33.592,5.74
16.05,33.486999999999995,5.73
7.39,34.28,
8.54,34.003,2.59
8.23,34.032,1.18
8.66,33.897,2.03
11.08,32.78,
12.36,34.149,
14.57,33.357,6.18
7.2,34.061,2.04
7.95,34.099000000000004,2.21
14.53,33.326,5.38
5.18,34.52,0.25
8.43,33.21,3.44
1.65,34.675,2.89
13.48,33.323,5.55
5.78,34.156,0.75
10.36,34.23,1.59
13.27,33.525,5.52
8.55,34.025,2.0
12.21,33.507,4.79
11.94,33.577,4.44
7.245,34.101,1.47
6.14,34.194,0.58
14.25,33.78,4.47
14.36,33.209,
11.98,33.41,5.26
14.04,33.34,5.74
5.9,34.131,0.96
14.58,33.26,6.18
6.4,34.29,
5.86,34.047,1.53
12.52,33.52,
10.46,33.289,5.06
14.88,33.507,5.89
7.53,34.056999999999995,2.28
24.04,34.54,
7.12,34.45,
13.89,33.294000000000004,6.07
18.27,33.629,5.67
13.12,33.005,5.93
6.22,34.22,0.6
1.56,34.666,2.77
5.25,,
11.56,33.067,5.41
8.04,34.206,1.26
4.69,,0.41
12.59,33.456,4.94
5.87,34.07,1.59
14.2,33.591,5.71
11.92,33.425,4.83
5.95,34.271,0.44
6.17,34.271,0.45
10.32,33.552,4.2
5.4,34.298,0.59
11.98,33.395,5.8
8.496,34.1951,1.27
7.22,34.34,0.44
15.01,33.41,5.59
3.93,34.544000000000004,0.58
7.13,34.23,0.87
5.92,34.267,0.43
11.305,33.5996,4.274
9.03,33.736999999999995,3.3
17.476,33.1418,5.572
8.04,34.0,2.1
9.82,33.71,3.52
9.11,33.842,3.36
18.17,34.031,
17.59,34.128,5.47
12.03,33.58,
8.6,34.61,0.12
7.35,34.096,1.24
14.37,33.206,5.94
12.66,33.604,
17.393,33.5941,5.78
12.45,33.48,5.65
9.77,34.297,1.3
6.88,34.05,1.49
8.06,33.45,
12.163,33.2533,5.446000000000001
7.64,,1.26
5.19,34.192,0.52
9.72,33.95,2.23
16.84,33.692,5.66
9.43,33.46,4.5
7.88,34.165,1.56
8.57,33.951,3.28
8.31,33.91,
8.92,34.084,1.92
14.51,33.62,
16.42,33.276,6.2
12.87,34.055,2.61
3.82,34.6,
11.14,33.62,3.92
9.31,33.792,3.53
9.57,33.408,4.41
7.76,34.032,2.56
9.2,33.742,
6.14,34.282,0.4
12.39,33.751999999999995,3.42
5.03,34.02,
10.58,33.429,4.86
11.85,33.711,3.85
15.57,33.755,5.54
7.35,34.009,2.62
9.61,33.525,4.48
13.8,33.42,6.39
15.61,32.49,
6.18,34.38,0.37
8.0,34.226,1.12
19.38,33.488,5.45
12.487,33.5004,3.838
10.02,33.66,
9.08,33.95,
8.556000000000001,33.995,2.7430000000000003
15.42,33.336,6.45
13.16,33.442,
10.12,33.789,
15.38,33.58,5.52
8.32,34.134,1.92
8.66,34.098,1.99
7.62,34.042,2.44
7.26,34.27,0.53
13.74,33.218,5.57
9.75,,2.02
10.98,34.591,0.47
14.3,33.327,5.88
9.82,34.234,1.76
9.93,33.322,5.6
14.18,,
3.3,34.536,0.82
9.34,33.8,3.11
10.37,33.656,
13.73,32.893,6.07
13.16,33.24,6.18
10.1,33.28,4.52
11.18,33.725,2.72
9.27,33.9,2.83
8.77,34.06,
8.96,34.041,2.3
13.92,33.18,
17.12,33.802,5.92
8.97,33.773,3.27
8.11,34.053000000000004,2.0
7.05,34.205,0.91
5.62,34.25,
11.44,33.286,4.95
12.18,33.594,4.42
8.72,34.31,1.01
10.03,33.78,
6.52,34.108000000000004,1.31
7.59,34.3,0.87
16.74,33.368,5.82
13.44,33.17,5.92
12.47,33.128,5.88
4.76,34.438,0.56
7.65,,
13.06,33.3,5.37
16.58,33.416,
18.949,33.5083,5.558
5.51,34.191,0.51
3.8,34.431,0.56
5.2860000000000005,34.2965,0.283
16.6,33.79,5.57
18.27,33.689,5.85
8.75,34.47,
10.25,33.603,4.06
1.837,34.6459,2.272
12.32,33.484,4.84
14.58,33.558,6.0
9.1,34.012,2.27
11.9,33.98,
4.47,34.484,0.39
12.44,33.68,3.49
12.786,33.3721,5.541
5.45,34.27,0.31
9.91,33.748000000000005,2.96
12.34,33.457,5.72
7.82,33.94,3.25
10.23,33.651,4.13
6.95,34.066,1.85
7.66,34.193000000000005,
12.18,33.511,5.93
9.42,33.779,3.27
5.46,34.33,0.33
12.24,33.893,5.19
11.04,34.327,1.27
8.74,34.36,
9.61,33.751,3.39
7.62,34.232,1.02
6.35,34.135,0.91
11.56,33.091,5.43
21.19,34.07,5.06
9.52,34.125,2.3
12.1,33.39,
8.76,33.551,
13.85,33.564,5.56
8.83,33.956,2.91
19.02,34.52,2.68
15.74,33.44,
11.055,33.6328,3.906
6.8,34.065,1.85
7.5,33.66,4.17
9.43,34.012,2.75
5.84,34.47,0.32
14.04,33.66,5.55
9.84,33.467,
15.73,33.46,5.85
15.99,33.251,5.76
5.59,34.083,1.09
11.72,,
10.37,33.303000000000004,5.21
2.76,34.562,1.38
9.57,33.722,3.48
15.38,35.26,
2.39,34.486999999999995,0.46
17.06,33.912,5.56
9.52,33.58,3.69
13.26,33.508,5.2
18.21,33.33,5.56
15.92,33.72,
8.16,34.113,2.39
14.57,33.476,5.86
20.44,33.654,5.52
10.89,33.63,
17.03,33.39,5.77
11.88,33.47,
11.78,32.77,6.04
5.59,34.539,0.16
8.65,33.724000000000004,2.39
7.46,34.155,
14.54,33.61,5.87
16.94,33.545,6.63
9.62,33.815,2.87
4.54,,
17.26,33.48,5.75
8.9,34.092,
4.59,34.406,0.42
15.55,33.236999999999995,5.74
19.88,33.884,5.56
9.07,34.18,1.69
6.59,34.147,1.08
4.33,34.458,0.4
9.39,33.909,2.92
10.62,33.76,
6.23,34.22,
6.2,34.187,0.79
8.05,34.21,1.16
17.35,33.461,5.62
9.1,34.405,0.85
15.81,33.65,5.49
4.36,34.373000000000005,0.56
9.38,33.845,
7.47,34.183,1.09
16.41,33.606,5.6
10.57,33.644,3.51
13.41,33.459,5.02
6.45,34.207,1.23
6.38,34.337,
19.76,33.68,5.92
13.67,33.57,6.16
12.64,33.542,6.9
15.16,33.44,
15.81,33.51,5.77
13.75,33.572,5.48
15.48,33.56,
4.22,34.603,0.53
8.03,34.419000000000004,0.57
10.75,33.79,
11.72,33.44,
8.96,33.98,
8.62,33.896,3.29
9.91,33.931,2.69
9.67,33.975,2.68
16.3,33.312,5.81
5.82,34.47,0.24
9.26,33.638000000000005,4.08
7.02,34.364000000000004,0.37
9.45,34.13,2.05
8.87,34.09,2.11
7.9,34.018,2.81
12.06,34.77,0.2
9.24,33.696,3.49
6.25,34.31,0.42
8.97,33.819,3.29
6.58,34.291,0.42
3.92,34.48,0.61
6.98,34.2,1.1
12.18,33.353,5.28
14.31,33.19,5.7
6.35,34.342,0.3
6.38,,
7.95,34.102,1.78
10.793,33.1878,5.098
8.88,34.1572,1.5830000000000002
7.97,34.169000000000004,1.55
8.71,34.36,0.69
20.0,33.751999999999995,5.41
8.88,33.837,2.99
19.72,33.28,5.5
11.34,34.57,
14.09,33.555,5.87
12.54,33.318000000000005,5.99
7.96,34.124,1.9
9.58,33.654,3.9
6.8,34.2869,0.435
10.87,33.556999999999995,4.28
16.16,33.134,5.86
3.76,34.37,0.95
11.03,33.435,4.16
11.81,,
14.1,32.95,
12.29,32.787,
20.16,34.555,5.3
11.78,33.227,5.27
11.79,33.533,4.65
13.81,33.28,5.97
9.33,34.27,1.48
10.38,33.407,4.99
11.64,,6.13
11.5,34.14,1.79
9.54,33.721,3.29
5.21,34.48,
6.05,34.166,
10.41,33.91,4.58
10.27,33.636,2.71
9.59,33.514,4.31
8.187999999999999,34.181999999999995,1.244
7.21,34.471,0.37
6.86,34.402,0.21
9.39,,
11.45,33.26,5.42
4.64,34.44,
8.61,33.959,
14.933,33.0919,5.894
5.37,34.23,0.44
7.78,34.053000000000004,2.02
13.04,33.545,5.97
9.43,33.953,3.03
9.1,33.839,3.29
7.17,34.23,
8.24,34.122,1.75
8.95,34.034,2.15
9.04,34.129,
3.6,34.474000000000004,0.68
6.57,34.09,
1.75,,
9.07,33.73,3.61
9.72,33.969,2.58
8.82,33.963,2.4
8.96,34.102,
7.68,34.014,2.87
17.63,33.41,5.79
15.12,33.68,5.65
7.12,34.05,
16.73,33.8,
17.05,33.553000000000004,5.63
13.25,33.478,5.82
8.7,33.77,3.29
3.84,34.483000000000004,0.57
9.45,34.206,1.83
10.789,33.4569,4.931
11.64,33.28,4.73
5.81,34.217,0.57
18.18,33.51,5.4
8.67,33.868,3.28
21.37,33.86,5.07
10.56,33.711,3.03
17.8,33.413000000000004,
11.66,34.154,1.66
9.7,34.022,1.96
15.57,,3.81
14.2,32.964,5.99
7.96,33.909,2.37
10.75,33.748000000000005,3.39
14.62,33.395,
5.49,34.216,0.49
4.26,34.268,0.55
6.24,34.14,0.8
16.3,33.44,
9.6,33.885,2.89
16.4,,5.93
9.25,33.79,3.77
6.51,33.969,4.32
15.53,33.426,5.83
9.84,33.92,
12.29,33.28,
20.87,35.327,5.04
10.6,34.49,0.94
8.62,34.15,2.11
15.79,33.665,6.01
6.79,34.316,
18.04,34.572,5.45
6.6,34.27,
18.78,33.986999999999995,5.76
5.888999999999999,34.134,0.723
13.61,32.826,5.9
14.7,33.378,5.73
17.34,33.648,5.66
18.06,33.665,6.48
7.99,34.042,2.64
7.75,34.105,1.64
9.49,33.874,2.87
7.61,33.74,
6.97,34.24,
4.93,34.541,0.2
10.78,34.05,2.67
9.534,33.6926,3.394
13.38,33.96,2.85
14.7,33.892,5.26
8.21,34.242,0.98
8.34,34.073,1.72
19.18,33.824,5.36
11.81,33.6,5.79
8.86,33.66,
19.1,,5.43
6.51,34.12,1.09
15.34,33.561,5.99
9.4,33.826,3.54
15.53,33.517,5.92
13.4,33.495,5.65
9.64,33.881,3.66
4.25,34.5,
7.6,34.088,1.59
17.4,33.312,
10.7,33.462,3.74
11.21,33.36,
9.89,33.581,3.61
4.99,34.37,
1.77,34.693000000000005,2.51
11.99,34.72,0.2
13.2,32.562,
16.09,33.662,5.74
5.84,34.316,
16.72,34.02,5.39
8.45,34.061,1.78
14.08,33.008,5.99
9.86,33.767,4.14
9.34,34.236,
3.54,34.54,0.77
7.11,34.075,1.9
21.95,35.265,3.26
6.27,34.273,
14.44,33.97,
9.2,33.918,2.69
13.14,33.56,6.06
14.27,32.951,5.82
17.19,33.68,
8.972999999999999,34.0621,1.863
16.05,33.472,5.67
16.06,33.548,5.7
5.94,34.207,0.67
14.89,33.2,
11.36,33.553000000000004,4.16
15.03,33.444,6.07
14.356,33.3967,5.106
10.3,33.818000000000005,3.24
14.02,33.632,
7.48,34.067,2.17
12.66,33.48,
5.02,34.167,0.57
16.36,33.355,5.93
6.6,34.123000000000005,1.21
12.1,33.523,4.44
12.39,33.272,5.21
8.72,33.974000000000004,2.81
7.84,34.47,0.26
12.72,33.606,4.84
16.62,33.089,5.77
16.6,33.667,5.24
9.02,33.95,
9.357,33.729,3.335
22.0,33.98,4.78
15.11,34.216,2.3
14.41,33.486,5.86
5.83,34.27,0.47
13.21,33.66,5.14
9.45,33.51,
8.1,34.045,2.3
9.11,33.923,2.91
10.32,33.32,4.58
5.16,34.27,0.41
6.339,34.1569,0.848
10.03,33.688,3.7
8.08,34.381,
8.5,34.137,2.11
17.64,33.943000000000005,
15.72,35.006,1.78
19.26,33.506,
17.2,33.18,5.68
20.52,,5.02
16.22,33.641,5.25
9.76,34.316,1.44
12.28,33.751,3.75
16.454,33.6095,6.017
11.27,33.312,5.23
14.25,33.76,
16.99,33.575,5.74
6.09,34.292,0.36
17.41,33.559,5.55
10.88,34.599000000000004,0.41
20.16,33.6,
4.47,34.509,
12.22,33.707,3.71
16.24,33.648,5.51
12.58,33.765,3.0
5.28,34.05,
8.48,34.15,1.83
3.69,34.47,0.71
10.66,34.49,0.74
6.72,34.263000000000005,0.55
15.43,33.389,5.82
8.89,33.902,3.22
20.76,33.88,
6.13,34.143,1.16
3.91,34.54,0.59
3.37,34.489000000000004,0.94
16.76,33.1,5.3
9.0,33.94,
9.58,33.776,
3.54,34.51,0.82
10.11,33.604,3.64
13.45,33.263000000000005,5.71
7.8,34.273,0.75
5.92,34.345,0.49
13.43,33.721,
6.57,34.077,1.6
6.97,34.283,0.56
6.25,34.116,1.13
7.73,34.01,3.03
5.89,34.358000000000004,0.36
14.1,33.461,5.74
12.67,33.506,5.15
7.79,34.15,
7.4,34.309,
6.27,34.149,0.99
10.05,,1.41
16.43,33.891,6.0
8.0,34.02,2.96
14.33,33.618,5.47
16.95,33.279,6.01
6.94,34.45,0.22
14.01,33.776,4.81
6.34,34.085,1.29
12.81,33.528,4.74
18.02,33.285,5.65
15.65,33.041,5.88
10.0,33.253,5.28
12.33,33.227,5.77
14.16,33.66,
8.19,33.98,2.87
21.25,34.48,
10.96,33.626,
9.82,,4.31
8.449,34.1332,1.551
15.18,33.635,5.98
14.92,33.486999999999995,5.93
2.02,34.621,2.07
9.47,33.774,3.04
17.45,33.037,5.63
4.02,,0.6
16.92,33.5,
21.83,33.833,5.26
13.68,33.65,5.81
19.72,33.71,4.52
11.12,33.234,4.74
3.69,34.65,0.68
12.57,32.942,6.21
19.8,33.96,5.27
8.81,34.023,2.2
14.948,33.4268,
4.04,34.48,0.53
14.5,33.684,5.01
18.83,33.348,5.46
8.16,34.45,
6.13,34.208,0.71
5.95,34.24,
13.82,,5.94
17.98,34.208,5.63
21.69,33.97,
8.91,33.964,2.82
16.767,33.5006,5.608
9.24,33.97,
12.28,33.418,4.81
4.26,34.563,0.6
9.22,33.458,
9.63,,4.48
9.45,33.865,3.01
11.7,34.52,
8.31,34.088,2.12
6.32,34.279,0.41
21.29,34.584,
13.64,33.694,8.13
15.13,33.1877,5.642
16.13,33.488,5.66
17.33,,
7.22,34.195,1.11
18.08,33.33,
13.7,33.3,
14.73,35.24,
16.935,33.5702,5.664
4.49,34.44,0.62
14.9,33.264,5.96
9.47,33.748000000000005,3.68
9.34,34.05,2.07
8.12,34.03,
7.72,34.073,1.68
9.4,33.878,3.26
14.82,33.05,5.93
9.39,33.888000000000005,2.72
5.76,34.302,0.35
8.0,,2.86
8.07,33.976,3.22
19.98,33.976,5.34
6.92,34.02,2.37
6.04,34.165,0.63
9.752,33.7974,2.877
12.56,33.345,5.24
17.11,33.365,5.72
7.45,34.113,1.64
10.26,33.36,5.25
12.02,33.419000000000004,4.88
10.04,33.787,3.19
8.71,34.387,0.88
4.77,34.444,
7.37,34.011,2.59
10.27,34.07,2.13
8.6,33.85,
9.6,34.084,2.54
7.43,34.364000000000004,0.59
9.36,34.244,1.49
15.95,33.482,5.74
13.07,33.55,6.27
17.91,33.518,5.54
14.1,33.324,5.73
11.392,33.2921,4.649
9.81,33.75,
16.283,33.454,5.642
7.64,34.554,0.23
8.5,34.111,2.23
7.71,34.171,1.65
15.02,33.671,5.23
16.64,33.419000000000004,6.02
18.727,33.5721,5.392
10.03,,2.6
9.86,,4.07
12.982,33.3219,5.557
5.92,34.296,0.35
19.57,33.42,5.88
13.13,33.473,5.83
12.2,33.706,3.61
11.82,34.29,
9.76,34.284,1.49
11.82,33.796,6.88
8.76,34.097,1.99
11.01,33.576,3.96
