bib,race,division,city,time,pace
521,10K,Division:M 50-54,"Gilbert, ARIZONA",59:06.0,9:32/M
522,10K,Division:M 13-15,"Spanish Fork, UTAH",55:27.9,8:57/M
523,10K,Division:F 30-34,"Midvale, UTAH",53:50.4,8:41/M
524,10K,Division:M 13-15,"Orem, UTAH",1:01:23.5,9:54/M
525,10K,Division:M 50-54,"South Jordan, UTAH",51:35.4,8:19/M
526,10K,Division:M 50-54,"Eagle, IDAHO",1:16:05.2,12:16/M
528,10K,Division:M 65-69,"Provo, UTAH",1:00:10.9,9:42/M
529,10K,Division:M 20-24,"Provo, UTAH",43:45.8,7:04/M
530,10K,Division:F 65-69,"Provo, UTAH",57:37.6,9:18/M
531,10K,Division:F 45-49,"Lehi, UTAH",1:04:26.5,10:24/M
532,10K,Division:M 45-49,"Lehi, UTAH",1:04:25.8,10:24/M
533,10K,Division:F 50-54,"Heber City, UTAH",55:26.4,8:57/M
535,10K,Division:F 30-34,"Spanish Fork, UTAH",1:09:20.6,11:11/M
536,10K,Division:F 35-39,"Heber City, UTAH",55:26.6,8:57/M
537,5K,Division:F 35-39,"Cedar City, UTAH",28:35.6,9:13/M
538,10K,Division:Top Fin,"Riverton, UTAH",34:09.5,5:30/M
539,5K,Division:F 16-19,"Saratoga Springs, UTAH",56:01.3,18:04/M
540,10K,Division:F 35-39,"Lehi, UTAH",50:33.8,8:09/M
541,10K,Division:F 25-29,"Bluffdale, UTAH",51:12.7,8:16/M
542,10K,Division:M 65-69,"Provo, UTAH",59:03.8,9:32/M
543,10K,Division:M 30-34,"Pleasant Grove, UTAH",49:35.7,8:00/M
544,10K,Division:F 30-34,"American Fork, UTAH",59:36.6,9:37/M
545,10K,Division:F 40-44,"American Fork, UTAH",53:02.9,8:33/M
546,10K,Division:M 55-59,"Provo, UTAH",41:18.8,6:40/M
547,10K,Division:M 35-39,"San Francisco, CALIFORNIA",37:53.3,6:07/M
548,10K,Division:F 30-34,"Burley, IDAHO",1:16:37.2,12:21/M
549,10K,Division:M 13-15,"Orem, UTAH",35:20.8,5:42/M
550,10K,Division:F 45-49,"Medford, OREGON",57:14.7,9:14/M
551,10K,Division:M 20-24,"Provo, UTAH",40:38.3,6:33/M
552,10K,Division:M 50-54,"Provo, UTAH",52:38.0,8:29/M
553,10K,Division:F 45-49,"Provo, UTAH",1:09:40.7,11:14/M
554,10K,Division:M 16-19,"Provo, UTAH",46:35.5,7:31/M
555,10K,Division:M 10-12,"Provo, UTAH",52:55.4,8:32/M
556,10K,Division:M 60-64,"Provo, UTAH",1:04:24.6,10:23/M
557,10K,Division:M 30-34,"Provo, UTAH",1:04:24.7,10:23/M
558,10K,Division:M 20-24,"Provo, UTAH",1:15:57.4,12:15/M
559,10K,Division:F 45-49,"Draper, UTAH",56:32.5,9:07/M
560,10K,Division:M 45-49,"Draper, UTAH",56:28.6,9:07/M
561,10K,Division:F 50-54,"Orem, UTAH",53:53.2,8:41/M
562,10K,Division:F 25-29,"Lehi, UTAH",57:30.5,9:17/M
563,10K,Division:F 35-39,"Orem, UTAH",1:02:15.8,10:03/M
565,10K,Division:M 45-49,"Provo, UTAH",46:52.8,7:34/M
566,10K,Division:M 30-34,"Park City, UTAH",47:27.6,7:39/M
567,10K,Division:F 30-34,"Park City, UTAH",50:05.1,8:05/M
568,10K,Division:M 35-39,"Surprise, ARIZONA",49:45.8,8:02/M
569,10K,Division:M 50-54,"Vail, ARIZONA",52:39.7,8:30/M
570,10K,Division:M 35-39,"Lehi, UTAH",1:01:52.6,9:59/M
571,10K,Division:M 55-59,"Alpine, UTAH",57:51.9,9:20/M
572,10K,Division:M 30-34,"Alpine, UTAH",40:53.4,6:36/M
573,10K,Division:M 20-24,"Alpine, UTAH",57:14.7,9:14/M
574,10K,Division:M 20-24,"Alpine, UTAH",40:53.2,6:36/M
575,10K,Division:F 20-24,"Alpine, UTAH",57:34.4,9:17/M
576,10K,Division:F 40-44,"Peoria, ARIZONA",1:10:53.7,11:26/M
577,10K,Division:M 30-34,"Vineyard, UTAH",1:01:54.3,9:59/M
578,10K,Division:F 25-29,"Vineyard, UTAH",1:03:42.1,10:16/M
579,10K,Division:M 30-34,"Vineyard, UTAH",55:35.1,8:58/M
580,10K,Division:M 25-29,"Vineyard, UTAH",56:39.9,9:08/M
581,10K,Division:F 25-29,"Vineyard, UTAH",55:18.9,8:55/M
582,5K,Division:F 40-44,"Eagle Mountain, UTAH",33:43.2,10:53/M
583,5K,Division:M 45-49,"Eagle Mountain, UTAH",33:42.0,10:52/M
584,10K,Division:F 55-59,"Orem, UTAH",1:00:44.2,9:48/M
585,10K,Division:M 45-49,"Sherman Oaks, CALIFORNIA",50:14.0,8:06/M
586,10K,Division:M  0- 0,"Lehi, UTAH",47:14.7,7:37/M
587,10K,Division:M 30-34,"Provo, UTAH",48:45.2,7:52/M
588,10K,Division:M 40-44,"Taylorsville, UTAH",1:08:32.8,11:03/M
589,10K,Division:F 35-39,"Lehi, UTAH",1:08:26.9,11:02/M
590,10K,Division:F 20-24,"Alpine, UTAH",41:30.7,6:42/M
591,10K,Division:M 25-29,"Provo, UTAH",51:12.7,8:16/M
592,10K,Division:M 45-49,"Spanish Fork, UTAH",51:23.3,8:17/M
593,10K,Division:F 45-49,"Spanish Fork, UTAH",1:17:32.4,12:30/M
594,10K,Division:M 45-49,"Provo, UTAH",53:24.3,8:37/M
595,10K,Division:M 45-49,"Mapleton, UTAH",1:12:57.8,11:46/M
596,10K,Division:F 16-19,"Mapleton, UTAH",1:12:58.5,11:46/M
597,10K,Division:M 30-34,"Payson, UTAH",1:08:46.1,11:06/M
598,10K,Division:F 25-29,"Provo, UTAH",51:45.9,8:21/M
601,10K,Division:M 50-54,"Phoenix, ARIZONA",54:16.7,8:45/M
602,10K,Division:M 25-29,"Provo, UTAH",57:28.5,9:16/M
603,10K,Division:M 16-19,"Boise, IDAHO",37:05.9,5:59/M
604,10K,Division:M 35-39,"West Jordan, UTAH",1:16:31.3,12:21/M
605,10K,Division:M 30-34,"American Fork, UTAH",53:14.3,8:35/M
606,10K,Division:M 45-49,"Orem, UTAH",1:08:05.1,10:59/M
607,10K,Division:F 45-49,"Provo, UTAH",1:07:41.5,10:55/M
608,10K,Division:M 16-19,"Saratoga Springs, UTAH",55:04.4,8:53/M
609,10K,Division:F 25-29,"Provo, UTAH",45:29.9,7:20/M
612,10K,Division:F 50-54,"Pleasant Grove, UTAH",52:32.5,8:28/M
613,10K,Division:M 40-44,"Mapleton, UTAH",39:43.8,6:24/M
614,10K,Division:F 35-39,"Mapleton, UTAH",51:32.4,8:19/M
615,10K,Division:M 13-15,"Mapleton, UTAH",39:44.9,6:25/M
616,10K,Division:M 10-12,"Mapleton, UTAH",51:26.7,8:18/M
617,10K,Division:F 10-12,"Mapleton, UTAH",1:08:50.1,11:06/M
619,10K,Division:M 16-19,"Draper, UTAH",39:09.7,6:19/M
620,10K,Division:F 30-34,"Orem, UTAH",49:14.0,7:56/M
621,10K,Division:F 20-24,"Provo, UTAH",1:05:23.5,10:33/M
622,10K,Division:M 20-24,"Provo, UTAH",53:00.3,8:33/M
623,10K,Division:F 40-44,"Springville, UTAH",43:53.8,7:05/M
625,10K,Division:F 45-49,"South Jordan, UTAH",50:50.3,8:12/M
626,10K,Division:M 50-54,"Las Vegas, NEVADA",57:55.9,9:21/M
627,10K,Division:M 20-24,"Lehi, UTAH",49:48.8,8:02/M
628,10K,Division:M 40-44,"Vienna, VIRGINIA",57:37.9,9:18/M
630,10K,Division:M 45-49,"Provo, UTAH",1:05:11.7,10:31/M
631,10K,Division:F 13-15,"Provo, UTAH",53:34.7,8:39/M
632,10K,Division:M 25-29,"Eagle Mountain, UTAH",1:10:40.7,11:24/M
633,10K,Division:F 60-64,"Lehi, UTAH",1:11:29.7,11:32/M
634,10K,Division:M 16-19,"Spanish Fork, UTAH",52:19.7,8:26/M
635,10K,Division:M 20-24,"Provo, UTAH",1:02:59.7,10:10/M
636,10K,Division:F 20-24,"Vail, ARIZONA",1:04:20.6,10:23/M
637,10K,Division:F 35-39,"Wellsville, UTAH",57:54.2,9:20/M
638,5K,Division:M 13-15,"Spanish Fork, UTAH",31:59.6,10:19/M
640,10K,Division:M 13-15,"Provo, UTAH",57:22.1,9:15/M
641,10K,Division:M 10-12,"Provo, UTAH",57:19.5,9:15/M
642,10K,Division:F 25-29,"Vineyard, UTAH",1:13:52.5,11:55/M
643,10K,Division:M 35-39,"Lehi, UTAH",57:02.8,9:12/M
645,10K,Division:F 25-29,"Roy, UTAH",59:07.9,9:32/M
646,10K,Division:M 25-29,"Roy, UTAH",48:47.4,7:52/M
647,10K,Division:F 20-24,"Provo, UTAH",1:14:12.6,11:58/M
648,10K,Division:F 20-24,"Herriman, UTAH",49:58.8,8:04/M
649,10K,Division:M 16-19,"Lehi, UTAH",38:21.0,6:11/M
650,10K,Division:M 30-34,"Saratoga Springs, UTAH",58:40.2,9:28/M
651,10K,Division:M 20-24,"Orem, UTAH",1:11:00.5,11:27/M
652,10K,Division:M 40-44,"Provo, UTAH",38:22.8,6:11/M
653,10K,Division:F 40-44,"Eagle Mountain, UTAH",56:10.1,9:04/M
654,10K,Division:F 40-44,"Orem, UTAH",57:44.4,9:19/M
655,10K,Division:M 30-34,"Vineyard, UTAH",1:04:24.7,10:23/M
656,10K,Division:M 30-34,"Saratoga Springs, UTAH",40:47.9,6:35/M
657,10K,Division:F 35-39,"Vineyard, UTAH",45:28.5,7:20/M
658,10K,Division:M 16-19,"Orem, UTAH",34:43.7,5:36/M
659,10K,Division:F 45-49,"Sindelfingen, NA",57:40.2,9:18/M
660,10K,Division:M 45-49,"Sindelfingen, NA",57:39.9,9:18/M
661,10K,Division:M 20-24,"Salem, UTAH",48:34.6,7:50/M
662,10K,Division:F 30-34,"Midland, MICHIGAN",47:42.9,7:42/M
663,10K,Division:M 10-12,"Prosper, TEXAS",45:44.5,7:23/M
664,10K,Division:M 40-44,"Saratoga Springs, UTAH",48:28.5,7:49/M
667,10K,Division:F 55-59,"Roosevelt, UTAH",1:14:02.7,11:57/M
668,10K,Division:M 50-54,"Highland, UTAH",51:00.0,8:14/M
669,10K,Division:F 30-34,"Eagle Mountain, UTAH",53:21.2,8:36/M
671,10K,Division:F 30-34,"Eagle Mountain, UTAH",56:54.4,9:11/M
672,10K,Division:M 30-34,"Provo, UTAH",1:02:47.4,10:08/M
673,10K,Division:F 35-39,"Holladay, UTAH",1:17:38.8,12:31/M
674,10K,Division:M 35-39,"Holladay, UTAH",1:03:40.7,10:16/M
675,10K,Division:F 35-39,"Vineyard, UTAH",1:03:40.9,10:16/M
677,10K,Division:F 50-54,"Provo, UTAH",57:30.0,9:16/M
678,10K,Division:F 16-19,"Provo, UTAH",52:56.8,8:32/M
679,10K,Division:M 20-24,"Provo, UTAH",44:37.4,7:12/M
680,10K,Division:F 40-44,"Vineyard, UTAH",1:12:07.1,11:38/M
681,10K,Division:M 20-24,"Provo, UTAH",35:39.5,5:45/M
682,10K,Division:M 81-99,"American Fork, UTAH",1:06:41.9,10:45/M
683,10K,Division:M 45-49,"Provo, UTAH",1:09:27.8,11:12/M
684,10K,Division:M 16-19,"Provo, UTAH",1:09:26.7,11:12/M
685,10K,Division:M 20-24,"Provo, UTAH",1:04:26.8,10:24/M
687,10K,Division:M 16-19,"Provo, UTAH",36:37.8,5:54/M
688,10K,Division:M 25-29,"Provo, UTAH",48:16.6,7:47/M
689,10K,Division:M 25-29,"Springville, UTAH",1:10:31.3,11:22/M
690,10K,Division:M 35-39,"Roosevelt, UTAH",1:14:44.1,12:03/M
691,10K,Division:M 35-39,"Roosevelt, UTAH",51:23.1,8:17/M
693,10K,Division:M 40-44,"Spanish Fork, UTAH",1:00:05.7,9:42/M
694,10K,Division:M 16-19,"Springville, UTAH",41:51.5,6:45/M
695,10K,Division:F 35-39,"Orem, UTAH",55:35.3,8:58/M
696,10K,Division:M 30-34,"Midvale, UTAH",34:32.2,5:34/M
700,10K,Division:Top Fin,"Herriman, UTAH",35:42.4,5:45/M
701,10K,Division:M 40-44,"Smithfield, UTAH",46:54.1,7:34/M
702,10K,Division:F 40-44,"Orem, UTAH",1:17:03.8,12:26/M
703,10K,Division:M 16-19,"Orem, UTAH",1:05:36.3,10:35/M
704,10K,Division:F 13-15,"Orem, UTAH",1:17:01.8,12:25/M
705,10K,Division:M 13-15,"Orem, UTAH",1:05:33.3,10:34/M
707,10K,Division:F 25-29,"Saratoga Springs, UTAH",1:10:49.8,11:25/M
708,10K,Division:F 20-24,"Spanish Fork, UTAH",1:04:35.4,10:25/M
709,10K,Division:F 35-39,"Orem, UTAH",1:09:05.8,11:09/M
710,10K,Division:F 13-15,"Orem, UTAH",1:09:05.5,11:09/M
711,10K,Division:F 40-44,"Orem, UTAH",1:08:10.6,11:00/M
712,10K,Division:M 30-34,"Saratoga Springs, UTAH",44:45.2,7:13/M
713,10K,Division:M 45-49,"Provo, UTAH",1:13:58.6,11:56/M
714,10K,Division:F 50-54,"Provo, UTAH",1:13:57.4,11:56/M
715,10K,Division:M 25-29,"Orem, UTAH",1:16:52.5,12:24/M
716,10K,Division:F 40-44,"Orem, UTAH",1:06:15.1,10:41/M
717,10K,Division:M 35-39,"Lehi, UTAH",55:24.7,8:56/M
718,5K,Division:F 25-29,"Provo, UTAH",51:05.6,16:29/M
719,10K,Division:M 16-19,"Provo, UTAH",38:35.7,6:14/M
720,10K,Division:M 45-49,"Sandy, UTAH",1:09:34.3,11:13/M
721,10K,Division:F 40-44,"Twin Falls, IDAHO",57:10.7,9:13/M
722,10K,Division:M 50-54,"Ojai, CALIFORNIA",45:37.9,7:22/M
723,10K,Division:M 55-59,"Provo, UTAH",1:00:28.6,9:45/M
724,10K,Division:M 13-15,"Vineyard, UTAH",56:02.7,9:02/M
726,10K,Division:M 35-39,"Provo, UTAH",1:00:26.4,9:45/M
727,10K,Division:M 45-49,"Ramona, CALIFORNIA",1:01:35.4,9:56/M
730,10K,Division:M 10-12,"Ramona, CALIFORNIA",46:20.9,7:29/M
731,10K,Division:F 25-29,"Lehi, UTAH",48:43.8,7:52/M
732,10K,Division:M 20-24,"Las Vegas, NEVADA",51:02.0,8:14/M
733,10K,Division:F 40-44,"Highland, UTAH",59:25.4,9:35/M
734,10K,Division:F 40-44,"Orem, UTAH",43:56.6,7:05/M
735,10K,Division:F 40-44,"Orem, UTAH",43:56.6,7:05/M
736,10K,Division:M 25-29,"Orem, UTAH",45:35.4,7:21/M
738,10K,Division:M 55-59,"American Fork, UTAH",49:59.1,8:04/M
739,10K,Division:F 40-44,"Provo, UTAH",57:46.5,9:19/M
740,10K,Division:F 35-39,"Lindon, UTAH",52:19.1,8:26/M
741,10K,Division:F 20-24,"Provo, UTAH",58:02.6,9:22/M
742,10K,Division:F 30-34,"Springville, UTAH",54:55.2,8:51/M
743,10K,Division:M 35-39,"Pleasant Grove, UTAH",1:06:01.7,10:39/M
744,10K,Division:F 30-34,"Pleasant Grove, UTAH",1:06:01.4,10:39/M
1003,5K,Division:F 25-29,"Provo, UTAH",58:48.6,18:58/M
1004,5K,Division:M 81-99,"Provo, UTAH",49:43.0,16:02/M
1005,5K,Division:F 40-44,"Syracuse, UTAH",48:36.4,15:41/M
1006,5K,Division:M 40-44,"Provo, UTAH",42:31.8,13:43/M
1007,5K,Division:M  1- 9,"Provo, UTAH",42:33.0,13:44/M
1009,5K,Division:F 40-44,"Aliso Viejo, CALIFORNIA",49:04.5,15:50/M
1010,5K,Division:F 10-12,"Aliso Viejo, CALIFORNIA",49:05.4,15:50/M
1012,5K,Division:F 30-34,"Provo, UTAH",56:39.8,18:17/M
1013,5K,Division:M 25-29,"Provo, UTAH",56:39.6,18:17/M
1014,5K,Division:F 25-29,"Los Angeles, CALIFORNIA",47:48.6,15:25/M
1015,5K,Division:M 30-34,"Los Angeles, CALIFORNIA",37:00.8,11:56/M
1016,5K,Division:F 13-15,"Spanish Fork, UTAH",27:39.1,8:55/M
1017,5K,Division:F 35-39,"West Jordan, UTAH",1:00:43.3,19:35/M
1018,5K,Division:M 35-39,"West Jordan, UTAH",1:00:41.9,19:35/M
1019,5K,Division:M 50-54,"Layton, UTAH",22:49.3,7:22/M
1020,5K,Division:F 45-49,"Orem, UTAH",36:02.7,11:38/M
1021,5K,Division:M 50-54,"Orem, UTAH",24:40.3,7:58/M
1022,5K,Division:M 20-24,"Orem, UTAH",27:29.6,8:52/M
1023,5K,Division:M 16-19,"Orem, UTAH",20:51.8,6:44/M
1024,5K,Division:F 13-15,"Orem, UTAH",29:07.7,9:24/M
1025,5K,Division:F 13-15,"Orem, UTAH",38:03.4,12:17/M
1026,5K,Division:M 13-15,"Orem, UTAH",23:57.7,7:44/M
1027,5K,Division:F 50-54,"Saint George, UTAH",59:21.8,19:09/M
1028,5K,Division:M 50-54,"Saint George, UTAH",32:30.2,10:29/M
1029,5K,Division:F 16-19,"Saint George, UTAH",40:37.4,13:06/M
1030,5K,Division:F 13-15,"Saint George, UTAH",40:24.9,13:02/M
1031,5K,Division:F 10-12,"Saint George, UTAH",58:19.5,18:49/M
1032,5K,Division:M 10-12,"Saint George, UTAH",31:06.7,10:02/M
1033,5K,Division:M 50-54,"Pleasant Grove, UTAH",24:04.4,7:46/M
1034,5K,Division:F 45-49,"Pleasant Grove, UTAH",29:18.7,9:27/M
1035,5K,Division:M 20-24,"Pleasant Grove, UTAH",21:30.9,6:56/M
1036,5K,Division:F 16-19,"Pleasant Grove, UTAH",28:59.2,9:21/M
1037,5K,Division:F 13-15,"Pleasant Grove, UTAH",27:53.9,9:00/M
1038,5K,Division:F 20-24,"Pleasant Grove, UTAH",35:03.3,11:19/M
1039,5K,Division:M 30-34,"Chandler, ARIZONA",29:28.2,9:30/M
1040,5K,Division:M 30-34,"Alpine, UTAH",29:26.6,9:30/M
1041,5K,Division:F 25-29,"Provo, UTAH",33:02.9,10:40/M
1042,5K,Division:M 40-44,"Farmington, NEW MEXICO",29:52.3,9:38/M
1043,5K,Division:F 40-44,"Farmington, NEW MEXICO",36:31.9,11:47/M
1044,5K,Division:M 16-19,"Farmington, NEW MEXICO",21:03.5,6:48/M
1046,5K,Division:F 10-12,"Farmington, NEW MEXICO",34:15.3,11:03/M
1048,5K,Division:F 45-49,"Chico, CALIFORNIA",31:09.7,10:03/M
1049,5K,Division:M 20-24,"Chico, CALIFORNIA",38:28.0,12:25/M
1050,5K,Division:F 16-19,"Chico, CALIFORNIA",31:09.8,10:03/M
1051,5K,Division:F 45-49,"Chico, CALIFORNIA",26:14.9,8:28/M
1052,5K,Division:F 10-12,"Chico, CALIFORNIA",38:27.6,12:24/M
1053,5K,Division:M 30-34,"Provo, UTAH",32:59.4,10:39/M
1054,5K,Division:M 10-12,"Roseville, CALIFORNIA",28:03.8,9:03/M
1055,5K,Division:F 13-15,"Roseville, CALIFORNIA",28:36.2,9:14/M
1056,5K,Division:F 16-19,"Roseville, CALIFORNIA",28:50.0,9:18/M
1057,5K,Division:M 45-49,"Roseville, CALIFORNIA",30:21.3,9:48/M
1058,5K,Division:F 45-49,"Roseville, CALIFORNIA",30:53.8,9:58/M
1060,5K,Division:F 40-44,"Lehi, UTAH",58:06.7,18:45/M
1061,5K,Division:M 40-44,"Lehi, UTAH",27:34.2,8:54/M
1062,5K,Division:F 70-80,"Lehi, UTAH",1:06:24.2,21:25/M
1063,5K,Division:F 55-59,"Lehi, UTAH",1:06:20.8,21:24/M
1064,5K,Division:F 40-44,"Gilbert, ARIZONA",36:53.6,11:54/M
1065,5K,Division:M 40-44,"Gilbert, ARIZONA",37:33.6,12:07/M
1066,5K,Division:F 16-19,"Gilbert, ARIZONA",35:55.7,11:35/M
1067,5K,Division:F 13-15,"Gilbert, ARIZONA",37:00.4,11:56/M
1068,5K,Division:F 13-15,"Gilbert, ARIZONA",36:53.1,11:54/M
1069,5K,Division:M 10-12,"Gilbert, ARIZONA",37:32.8,12:07/M
1070,5K,Division:F  1- 9,"Gilbert, ARIZONA",35:58.0,11:36/M
1071,5K,Division:F 25-29,"Pleasant Grove, UTAH",31:42.0,10:14/M
1072,5K,Division:M 30-34,"Pleasant Grove, UTAH",31:39.4,10:13/M
1074,5K,Division:M 40-44,"Little Elm, TEXAS",27:29.6,8:52/M
1075,5K,Division:F 40-44,"Little Elm, TEXAS",30:34.8,9:52/M
1076,5K,Division:F 16-19,"Little Elm, TEXAS",27:43.5,8:57/M
1077,5K,Division:M 16-19,"Little Elm, TEXAS",19:12.0,6:12/M
1078,5K,Division:M 13-15,"Little Elm, TEXAS",22:39.6,7:19/M
1079,5K,Division:M 70-80,"Orem, UTAH",39:11.5,12:39/M
1080,5K,Division:F 20-24,"Provo, UTAH",36:06.1,11:39/M
1081,5K,Division:M 20-24,"Provo, UTAH",28:59.4,9:21/M
1082,5K,Division:F 30-34,"Tualatin, OREGON",24:05.9,7:46/M
1083,5K,Division:M 20-24,"Tualatin, OREGON",26:54.4,8:41/M
1084,5K,Division:M 30-34,"Tualatin, OREGON",23:56.9,7:44/M
1085,5K,Division:F 45-49,"Eagle Mountain, UTAH",52:08.1,16:49/M
1086,5K,Division:F 16-19,"Eagle Mountain, UTAH",49:18.7,15:54/M
1087,5K,Division:M 70-80,"Orem, UTAH",36:25.9,11:45/M
1088,10K,Division:M 60-64,"Midway, UTAH",51:38.9,8:20/M
1089,10K,Division:M 25-29,"Berry Hill, TENNESSEE",51:38.6,8:20/M
1090,5K,Division:F 60-64,"Woodland Hills, UTAH",36:50.2,11:53/M
1091,5K,Division:M 60-64,"Woodland Hills, UTAH",36:47.9,11:52/M
1092,5K,Division:M 70-80,"Springville, UTAH",41:54.6,13:31/M
1093,5K,Division:F 35-39,"Springville, UTAH",42:02.9,13:34/M
1094,5K,Division:F 45-49,"Saratoga Springs, UTAH",30:15.8,9:46/M
1096,5K,Division:F 20-24,"Saratoga Springs, UTAH",42:05.4,13:35/M
1097,5K,Division:M 16-19,"Saratoga Springs, UTAH",30:16.2,9:46/M
1098,5K,Division:F 10-12,"Saratoga Springs, UTAH",39:37.4,12:47/M
1099,5K,Division:M  1- 9,"Saratoga Springs, UTAH",34:51.8,11:15/M
1101,5K,Division:M 50-54,"Eagle, IDAHO",26:55.3,8:41/M
1104,5K,Division:M 70-80,"Orem, UTAH",45:57.4,14:49/M
1105,5K,Division:M 50-54,"Provo, UTAH",28:18.8,9:08/M
1106,5K,Division:M 13-15,"Provo, UTAH",29:30.6,9:31/M
1107,5K,Division:F 16-19,"Provo, UTAH",28:09.6,9:05/M
1108,5K,Division:F 20-24,"Provo, UTAH",31:27.8,10:09/M
1109,5K,Division:F 70-80,"Magrath, NA",41:02.3,13:14/M
1110,5K,Division:M 65-69,"Orem, UTAH",28:39.7,9:15/M
1111,5K,Division:F 35-39,"Saratoga Springs, UTAH",37:49.8,12:12/M
1112,5K,Division:F 13-15,"Saratoga Springs, UTAH",37:49.5,12:12/M
1113,5K,Division:F 45-49,"Duluth, MINNESOTA",29:33.9,9:32/M
1114,5K,Division:M 45-49,"Duluth, MINNESOTA",48:46.7,15:44/M
1115,5K,Division:F 20-24,"Duluth, MINNESOTA",48:46.2,15:44/M
1116,5K,Division:F 20-24,"Duluth, MINNESOTA",48:45.4,15:44/M
1117,5K,Division:F 16-19,"Duluth, MINNESOTA",29:40.5,9:34/M
1118,5K,Division:M 13-15,"Lehi, UTAH",30:34.6,9:52/M
1119,5K,Division:F 13-15,"Lehi, UTAH",32:00.6,10:20/M
1120,5K,Division:F 10-12,"Lehi, UTAH",38:06.5,12:18/M
1121,5K,Division:F 35-39,"Lehi, UTAH",21:59.5,7:06/M
1122,5K,Division:M 45-49,"Provo, UTAH",41:04.5,13:15/M
1123,5K,Division:F 45-49,"Provo, UTAH",46:33.3,15:01/M
1124,5K,Division:M 20-24,"Provo, UTAH",31:57.2,10:18/M
1125,5K,Division:F 20-24,"Provo, UTAH",44:19.2,14:18/M
1126,5K,Division:M 20-24,"Provo, UTAH",45:55.6,14:49/M
1127,5K,Division:M 16-19,"Provo, UTAH",29:05.7,9:23/M
1128,5K,Division:M 13-15,"Provo, UTAH",26:03.2,8:24/M
1129,5K,Division:M 10-12,"Provo, UTAH",41:26.7,13:22/M
1130,5K,Division:M  1- 9,"Provo, UTAH",40:56.1,13:12/M
1131,5K,Division:F 65-69,"Salem, UTAH",35:39.0,11:30/M
1132,5K,Division:M 65-69,"Salem, UTAH",35:09.2,11:20/M
1133,5K,Division:M 65-69,"Mapleton, UTAH",40:04.1,12:56/M
1134,5K,Division:F 35-39,"Clearfield, UTAH",41:01.5,13:14/M
1135,5K,Division:M 13-15,"Clearfield, UTAH",31:16.0,10:05/M
1136,5K,Division:F 10-12,"Clearfield, UTAH",45:48.4,14:47/M
1137,5K,Division:F 25-29,"Lindon, UTAH",59:32.3,19:12/M
1138,5K,Division:M 25-29,"Lindon, UTAH",59:32.6,19:12/M
1139,5K,Division:F 35-39,"Orem, UTAH",22:28.9,7:15/M
1141,5K,Division:M 13-15,"Orem, UTAH",41:42.9,13:27/M
1142,5K,Division:F 13-15,"Orem, UTAH",40:38.8,13:07/M
1143,5K,Division:M 10-12,"Orem, UTAH",41:44.0,13:28/M
1144,5K,Division:F 40-44,"Orem, UTAH",35:38.1,11:30/M
1146,5K,Division:F 16-19,"Boone, NORTH CARO",29:42.0,9:35/M
1147,5K,Division:M 45-49,"Lehi, UTAH",27:36.3,8:54/M
1148,5K,Division:M 20-24,"Lehi, UTAH",21:03.4,6:48/M
1149,5K,Division:M 60-64,"Provo, UTAH",31:27.3,10:09/M
1154,5K,Division:F 45-49,"Spanish Fork, UTAH",42:02.2,13:34/M
1155,5K,Division:M 50-54,"Spanish Fork, UTAH",40:13.4,12:59/M
1156,5K,Division:M 20-24,"Spanish Fork, UTAH",28:13.3,9:06/M
1157,5K,Division:M 16-19,"Spanish Fork, UTAH",48:39.6,15:42/M
1158,5K,Division:M 13-15,"Spanish Fork, UTAH",48:44.9,15:44/M
1159,5K,Division:F 40-44,"Lindon, UTAH",57:39.9,18:36/M
1160,5K,Division:F 25-29,"Lindon, UTAH",22:36.7,7:18/M
1161,5K,Division:M 25-29,"Lindon, UTAH",23:44.4,7:39/M
1162,5K,Division:F 30-34,"Provo, UTAH",34:40.1,11:11/M
1163,5K,Division:M 35-39,"Spanish Fork, UTAH",47:01.6,15:10/M
1164,5K,Division:F 30-34,"Spanish Fork, UTAH",47:02.6,15:11/M
1165,5K,Division:F 35-39,"Saratoga Springs, UTAH",47:02.5,15:10/M
1166,5K,Division:F 25-29,"Frisco, TEXAS",38:18.1,12:21/M
1167,5K,Division:M 30-34,"Provo, UTAH",22:25.0,7:14/M
1168,5K,Division:F 30-34,"Provo, UTAH",43:21.7,13:59/M
1169,5K,Division:M  1- 9,"Provo, UTAH",47:20.5,15:16/M
1170,5K,Division:F  1- 9,"Provo, UTAH",43:20.0,13:59/M
1171,5K,Division:M 40-44,"Orem, UTAH",46:27.8,14:59/M
1172,5K,Division:M 10-12,"Orem, UTAH",46:27.6,14:59/M
1173,5K,Division:M 20-24,"Provo, UTAH",24:40.0,7:57/M
1175,5K,Division:F 16-19,"Orem, UTAH",37:55.2,12:14/M
1176,5K,Division:F 40-44,"Orem, UTAH",37:47.8,12:12/M
1177,5K,Division:M 25-29,"Frisco, TEXAS",30:15.9,9:46/M
1178,5K,Division:F 20-24,"Highland, UTAH",55:06.5,17:47/M
1179,5K,Division:F 30-34,"Springville, UTAH",42:25.8,13:41/M
1180,5K,Division:F 25-29,"Springville, UTAH",31:42.1,10:14/M
1182,5K,Division:F 50-54,"Springville, UTAH",57:42.9,18:37/M
1183,5K,Division:M 65-69,"Springville, UTAH",28:58.9,9:21/M
